0	1
bir	bir
sevgiliyle	sevgili
idealde	ideal
richard	richard
bach'ın	bach
öz	öz
eşiyle	eş
paylaşırsa	paylaş
paylaşır	paylaş
bu	bu
yaşamı	yaşam
çok	çok
daha	daha
mutlu	mutlu
ve	ve
tamamlanmış	tamamla
yaşayabileceğini	yaşa
düşünüyorum	düşün
güçsüzlerin	güçsüz
güçlerini	güç
işyerinin	işyeri
adresini	adres
sık	sık
sık	sık
değiştirmek	değiş
lazım	lazım
ama	ama
nereye	nere
gideceksin	git
aile	aile
içinde	iç
bu	bu
tür	tür
ortamlar	ortam
olmuyor	ol
bu	bu
sefer	sefer
de	de
iki	iki
kız	kız
geliyordu	gel
geliyor	gel
karşıdan	karşı
bizim	biz
bölümdendi	bölüm
bölümden	bölüm
kendileri	kendi
adam	adam
bunu	bu
bilmediğini	bil
büyük	büyük
bir	bir
fırsat	fırsat
kaçırdığını	kaçır
söyleyince	söyle
her	her
ikisi	iki
de	de
bir	bir
müddet	müddet
susarlar	susa
günümüzde	gün
cemiyet	cemiyet
hayatıyla	hayat
birlikte	birlikte
bu	bu
etki	etki
azalmış	azal
görünse	gör
de	de
yine	yine
çok	çok
önemli	önem
önem	önem
li	li
bir	bir
etkiye	etki
sahiptir	sahip
bir	bir
ay	ay
sonraki	sonra
sonra	sonra
ki	ki
kontrolde	kontrol
de	de
çift	çift
normal	normal
cinsel	cinsel
ilişki	ilişki
kurabilir	kur
hale	hâl
gelmişti	gel
gelmiş	gel
...	...
sıkılıp	sıkıl
bıktığımız	bık
veya	veya
yıldığımız	yıl
anlarda	an
sonunda	sonunda
emek	emek
harcadıklarımızın	harca
meyvelerini	meyve
alacağımızı	alacak
düşünerek	düşün
umutlarımızı	umut
ve	ve
beklentilerimizi	beklenti
yitirmeden	yitir
çalışmayı	çalış
bir	bir
ödev	ödev
görüp	gör
sorumluluklarımızı	sorumluluk
bilerek	bil
göre	göre
davranmalıyız	davran
chp'ye	chp
sol	sol
bir	bir
parti	parti
demek	de
mümkün	mümkün
ben	ben
kızımın	kız
yaptıklarına	yap
sinirlendim	sinirlen
bağırdım	bağır
bağır	bağır
ve	ve
ardından	ardından
yere	yer
attım	at
sonunda	sonunda
biraz	biraz
istemeye	iste
istemeye	iste
de	de
olsa	ol
idama	idam
mahkûm	mahkûm
ettiler	et
hasta	hasta
yorgun	yorgun
düşmüştük	düş
düşmüş	düş
önceleri	önce
daha	daha
27	27
mayıs	mayıs
olmadan	ol
önce	önce
show	show
çalışmalarına	çalış
radyoevi'nin	radyoevi
stüdyosunda	stüdyo
başladık	başla
kartondan	karton
evler	ev
gibi	gibi
...	...
buradaki	bura
burada	bura
ki	ki
yönetimle	yönetim
vatan	vatan
her	her
gün	gün
biraz	biraz
daha	daha
elden	el
gidiyor	git
istanbul	istanbul
aslında	aslında
deprem	deprem
kuşağının	kuşak
tam	tam
göbeğinde	göbek
isminin	isim
hakan	hakan
olduğunu	ol
öğrendiğim	öğren
kişi	kişi
ısrarla	ısrar
ellerinde	el
yüklü	yüklü
miktarda	miktar
para	para
olduğunu	ol
ve	ve
ancak	ancak
benimle	ben
bunu	bu
değerlendirmek	değerlen
istediğini	iste
söyledi	söyle
bir	bir
lirayı	lira
kaybettiğime	kaybet
yandım	yan
gönül	gönül
rahatlığıyla	rahatlık
evlilik	evlilik
annelik	annelik
ev	ev
sorumluluğunu	sorumluluk
üstlendim	üstlen
yaşlı	yaşlı
olan	ol
babası	baba
hazırlanışı	hazırla
fas	fas
futbol	futbol
federasyonu	federasyon
iki	iki
ay	ay
önce	önce
fas	fas
milli	milli
takımı'nın	takım
başına	baş
getirdiği	getir
fransız	fransız
teknik	teknik
adam	adam
philippe	philippe
troussier'in	troussier
görevine	görev
son	son
verdi	ver
feyzioğlu	feyzioğlu
ve	ve
ekibi	ekip
de	de
bu	bu
türkiyeli	türkiyeli
sözünü	söz
duyunca	duy
ismail	ismail
cem	cem
yönetimindeki	yönetim
yönetiminde	yönetim
ki	ki
trt'nin	trt
bölücü	bölücü
yayın	yayın
yaptığını	yap
ve	ve
cem'in	cem
görevden	görev
alınmasının	al
şart	şart
olduğunu	ol
sadi	sadi
ırmak'a	ırmak
kabul	kabul
ettirmişler	et
ettirmiş	et
kalabalıklar	kalabalık
ve	ve
çekici	çekici
kadınlar	kadın
matador	matador
ölüme	ölüm
yakınlaştığı	yakınlaş
sürece	süreç
yakınlaşırlar	yakınlaş
matadora	matador
beyaz	beyaz
saray'ın	saray
hemen	hemen
karşısında	karşı
abd	abd
başkan	başkan
yardımcısı	yardımcı
dick	dick
cheney'in	cheney
resmi	resmi
kabuller	kabul
için	için
kullandığı	kullan
ofisinin	ofis
yer	yer
aldığı	al
eisenhower	eisenhower
yönetim	yönetim
binasında	bina
dün	dün
yangın	yangın
çıktı	çık
eliyle	el
bir	bir
işaret	işaret
yaptı	yap
daha	daha
sonra	sonra
topluca	topluca
yemek	yemek
yenir	ye
idil	idil
fabrikayı	fabrika
kurdu	kur
danıştay	danıştay
idari	idari
dava	dava
daireleri	daire
genel	genel
kurulu'nun	kurul
demirbank	demirbank
ve	ve
kentbank'ı	kentbank
eski	eski
sahiplerine	sahip
vermesi	ver
benzer	benzer
durumdaki	durum
durumdaki	durum
durumda	durum
ki	ki
seka	seka
balıkesir'in	balıkesir
durumunu	durum
yeniden	yeniden
gündeme	gündem
getirdi	getir
getir	getir
sonuç	sonuç
68	68
gerçekten	gerçekten
genç	genç
insanların	insan
hareketiydi	hareket
hareketi	hareket
yalnız	yalnız
size	siz
karşı	karşı
burada	bura
başlayan	başla
dostlukları	dostluk
reelde	reel
de	de
sürdürmek	sür
istiyorsunuz	iste
bazen	bazen
de	de
kara	kara
sevda	sevda
gibidir	gibi
yokluğu	yok
şimdi	şimdi
her	her
şeye	şey
karşı	karşı
köpürüyordu	köpür
köpürüyor	köpür
ben	ben
sevinmeyeyim	sevin
de	de
kimler	kimler
sevinsin	sevin
..	..
baba	baba
çıkamazsın	çık
on	on
saat	saat
boyunca	boyunca
aç	aç
karnına	karın
sigara	sigara
içmekten	iç
içimiz	iç
yanıyordu	yan
yanıyor	yan
fakat	fakat
önemle	önem
belirtmemiz	belir
gerekir	gerek
ki	ki
feodalite	feodalite
aynı	aynı
zamanda	zaman
siyasi	siyasi
boyutu	boyut
da	da
olan	ol
bir	bir
sistemdir	sistem
trabzonspor	trabzonspor
ile	ile
yapacakları	yap
karşılaşmanın	karşılaşma
çok	çok
zorlu	zorlu
geçeceğini	geç
de	de
ifade	ifade
eden	et
zehiroğlu	zehiroğlu
amaçlarının	amaç
bu	bu
karşılaşmadan	karşılaşma
dostane	dostane
bir	bir
biçimde	biçim
puan	puan
almak	al
olduğunu	ol
bildirdi	bil
bildir	bil
önceki	önce
önce	önce
ki	ki
akşam	akşam
bölgedeki	bölge
bölgede	bölge
ki	ki
bir	bir
şii	şii
camisine	cami
düzenlenen	düzenle
ve	ve
kişinin	kişi
ölümüne	ölüm
yol	yol
açan	aç
bombalı	bombalı
saldırının	saldırı
ardından	art
şiilerin	şii
misilleme	misilleme
katliama	katliam
giriştikleri	giriş
sanılıyor	san
içinizde	iç
sürekli	sürekli
bir	bir
olumlama	olumlama
duygusu	duygu
olması	ol
gerek	gerek
her	her
sene	sene
kırılır	kır
dallar	dal
âdettir	âdet
ormanların	orman
gerçek	gerçek
kralı	kral
bir	bir
süre	süre
krallığından	krallık
kuşkulanır	kuşku
masallar	masal
anlatıyor	anlat
çocuklar	çocuk
büyüklere	büyük
halkla	halk
ilişkilercinin	ilişkilerci
ilk	ilk
yapması	yap
gereken	gerek
soru	soru
sormaktır	sor
yani	yani
bu	bu
sertleşmede	sert
gençlik	gençlik
hareketinin	hareket
başka	başka
misyonlar	misyon
üstlenmesinde	üstlen
payları	pay
olduğu	ol
iddiaları	iddia
konusunda	konu
batıda	batı
ki	ki
49	49
ilde	il
saat	saat
07	07
.00'de	.00
başlayacak	başla
oy	oy
verme	ver
işlemi	işlem
saat	saat
16	16
.00'da	.00
son	son
bulacak	bul
çay	çay
kaşığı	kaşık
karabiber	karabiber
arada	ara
bir	bir
arsa	arsa
aldım	al
filler	fil
fareler	fare
kefenden	kefen
başka	başka
bir	bir
şey	şey
götürmüyor	götür
ve	ve
bana	ben
dedi	de
ki	ki
kızım	kız
öldü	öl
bu	bu
yalnız	yalnız
altınoluk'ta	altınoluk
mı	mi
böyle	böyle
seks	seks
sırasında	sıra
yaşanan	yaşa
fiziksel	fiziksel
değişimler	değişim
hormon	hormon
salgıları	salgı
ve	ve
harcanan	harca
enerji	enerji
deyim	deyim
yerindeyse	yerinde
yerinde	yerinde
vücuda	vücut
ilaç	ilaç
gibi	gibi
geliyor	gel
oysa	oysa
kök	kök
rezene	rezene
için	için
durum	durum
çok	çok
farklı	farklı
öldükten	öl
sonra	sonra
birkaç	birkaç
gün	gün
ağaçta	ağaç
asılı	asılı
kalır	kal
toki	toki
iştiraki	iştirak
emlak	emlak
konut	konut
gayrimenkul	gayrimenkul
yatırım	yatırım
ortaklığı	ortaklık
aş	aş
tarafından	taraf
gelir	gelir
paylaşımı	paylaşım
yöntemiyle	yöntem
tekrar	tekrar
satışa	sat
çıkarılan	çık
mecidiyeköy'de	mecidiyeköy
ki	ki
eski	eski
likör	likör
fabrikası	fabrika
arazisinin	arazi
ihalesinde	ihale
415	415
milyon	milyon
750	750
bin	bin
ytl	ytl
ile	ile
idareye	idare
en	en
yüksek	yüksek
payı	pay
aşıoğlu	aşıoğlu
inşaat	inşaat
ofton	ofton
inşaat	inşaat
meydanbey	meydanbey
inşaat	inşaat
inşaat	inşaat
ortak	ortak
girişimi	girişim
verdi	ver
sert	sert
bir	bir
söz	söz
veya	veya
bakış	bak
kırılmasına	kır
sebep	sebep
olur	ol
devlet	devlet
güvenlik	güvenlik
savcısı	savcı
hişam	hişam
bedevi	bedevi
31	31
yaşındaki	yaş
yaşında	yaş
ki	ki
mısırlı	mısırlı
muhammed	muhammed
attar'ın	attar
ocak'ta	ocak
kahire	kahire
havaalanı'nda	havaalan
yakalandığını	yakala
türkiye	türkiye
ve	ve
kanada'da	kanada
bulunan	bulun
diğer	diğer
üç	üç
israilli	israilli
zanlının	zanlı
gıyabında	gıyap
suçlandığını	suçla
açıkladı	açıkla
yalnız	yalnız
dayısının	dayı
evden	ev
uğurlanarak	uğurla
gittiğini	git
arkasından	arka
ağlandığını	ağla
ve	ve
bir	bir
daha	daha
göremeyişini	gör
unutamıyormuş	unut
unutamıyor	unut
yüzyıllar	yüzyıl
insanın	insan
sesinin	ses
yankısını	yankı
geri	geri
yolluyor	yolla
mu	mi
çorba	çorba
kaşığı	kaşık
un	un
oysa	oysa
bilirim	bil
para	para
demirdir	demir
acıtır	acı
ben	ben
kemal	kemal
tahir'de	tahir
küskünlüğün	küskün
merak	merak
duygusunun	duygu
daha	daha
fazla	fazla
geliştiğine	geliş
tanık	tanık
oldum	ol
beyaz	beyaz
badanalı	badanalı
evlerin	ev
önünde	ön
çocuklar	çocuk
top	top
oynuyor	oyna
bu	bu
ismin	isim
bir	bir
başka	başka
açıklaması	açıkla
büyük	büyük
kardan	kâr
hazinenin	hazine
batısı	batı
bizim	bizim
okuldan	okul
bir	bir
çocuğun	çocuk
babası	baba
gece	gece
işten	iş
dönüyormuş	dön
dönüyor	dön
bunu	bu
duyunca	duy
sabiha	sabiha
çok	çok
heyecanlandı	heyecan
suna	suna
kıraç	kıraç
bu	bu
seyahatteki	seyahat
seyahatte	seyahat
ki	ki
tek	tek
kadın	kadın
sükunetle	sükûnet
lice'den	lice
pervari	pervari
ve	ve
eruh'a	eruh
kadar	kadar
toplam	toplam
yerde	yer
eğitim	eğitim
birimlerinin	birim
açılışını	aç
gerçekleştirdi	gerçek
gerçekleştir	gerçek
hoşlandığınızı	hoşlan
ama	ama
çıkma	çık
bile	bile
teklif	teklif
etmediğini	et
bu	bu
yüzden	yüz
aranızdaki	ara
aranızda	ara
ki	ki
ilişkinin	ilişki
adı	ad
konmadan	kon
bir	bir
yakınlaşmayı	yakın
doğru	doğru
bulmadığınızı	bul
söyleyin	söyle
bize	biz
tahsis	tahsis
edilen	et
korumalar	koruma
da	da
dışarıda	dışarı
can	can
sıkıntısından	sıkıntı
çekimi	çekim
izliyorlar	izle
adet	âdet
tatlı	tatlı
kırmızı	kırmızı
biber	biber
danıştay	danıştay
yolu	yol
açık	açık
israilli	israil
bir	bir
şirket	şirket
tarafında	taraf
üretilen	üre
42	42
gram	gram
ağırlığındaki	ağırlık
cep	cep
telefonu	telefon
guinness	guinness
rekorlar	rekor
kitabı'na	kitap
dünyanın	dünya
en	en
küçük	küçük
cep	cep
telefonu	telefon
olarak	ol
geçti	geç
fakat	fakat
uğursuz	uğursuz
üçüncü	üç
boy	boy
iyice	iyice
kesilmiş	kes
zavallı	zavallı
72.95	72.95
nakliye	nakliye
vb	vb
masraf	masraf
olmuş	ol
sürekli	sürekli
savaşacaksınız	savaş
geçen	geçen
yılın	yıl
kasım	kasım
ayı	ay
ile	ile
kıyaslandığında	kıyasla
bu	bu
yıl	yıl
aylık	aylık
enflasyon	enflasyon
oranı	oran
toptan	top
eşya	eşya
fiyatlarında	fiyat
değişmezken	değiş
değişmez	değiş
tüketici	tüket
fiyatlarında	fiyat
1.7	1.7
puan	puan
daha	daha
yüksek	yüksek
çıktı	çık
chp'lilerin	chp
hükümete	hükümet
yönelik	yönelik
eleştirilerine	eleştiri
sert	sert
tepki	tepki
gösteren	göster
ak	ak
parti	parti
temsilcileri	temsilci
milli	milli
görüş'le	görüş
ilgimiz	ilgi
yok	yok
"."""	"."""
dedi	de
yanındaki	yan
yanında	yan
ki	ki
insanların	insan
hepsinin	hep
her	her
şeyin	şey
en	en
iyisine	iyi
layık	layık
olduğunu	ol
düşünür	düşün
bu	bu
sesler	ses
derinden	derin
uzaklardan	uzak
geliyordu	gel
geliyor	gel
gözaltı	gözalt
şişkinleri	şişkin
için	için
üretilen	üret
kremler	krem
ve	ve
siyah	siyah
noktalar	nokta
için	için
bantlar	bant
kullanın	kullan
kısmen	kısmen
antisosyalim	antisosyalim
ama	ama
bun	bu
bir	bir
eksik	eksik
görmüyorum	gör
elde	el
ki	ki
...	...
hele	hele
bir	bir
kaleci	kaleci
var	var
ki	ki
topu	top
oyuna	oyun
sokmamak	sok
için	için
elinden	el
geleni	geleni
yaptı	yap
taa	taa
ki	ki
sarı	sarı
kart	kart
görene	gör
kadar	kadar
günün	gün
birinde	biri
anlattığı	anlat
şeylere	şey
gerçekten	gerçekten
şahit	şahit
olmuş	ol
yıllardır	yıl
yüklendiği	yükle
ağır	ağır
misyonlarla	misyon
en	en
zorlu	zorlu
koşullarda	koşul
türk	türk
popunun	pop
bayrağını	bayrak
taşıyan	taşı
hak	hâk
edenleri	et
türk	türk
pop	pop
müziği	müzik
flamalarıyla	flama
doruklara	doruk
yücelten	yücel
sanatçı	sanat
tavrını	tavır
tarzını	tarz
bütün	bütün
şeffaflığıyla	şeffaflık
açıklıyor	açıkla
ne	ne
ki	ki
robespierre	robespierre
saint	saint
just	just
cauthon	cauthon
ve	ve
diğer	diğer
önderler	önder
pratikte	pratik
ve	ve
kuramda	kuram
getirdikleri	getir
getir	getir
çözümler	çözüm
açısından	açı
hocalarından	hoca
çok	çok
daha	daha
ileri	ileri
gitmişlerdir	git
gitmişler	git
bu	bu
defa	defa
bir	bir
başkası	başka
israil'in	israil
uygulamalarına	uygulama
filistin	filistin
lübnan	lübnan
ve	ve
mısır	mısır
kaynaklı	kaynaklı
reaksiyonlar	reaksiyon
müttefikler	müttefik
tarafından	taraf
ortadoğu	ortadoğu
projesi	proje
ni	ni
dinamitlemeye	dinamitle
çalışan	çalış
terörist	terörist
girişimler	girişim
olarak	ol
sunulacak	sun
ve	ve
kısa	kısa
vadede	vade
yeni	yeni
genişletilmiş	genişle
operasyonlar	operasyon
için	için
bahane	bahane
oluşturacaktı	ol
oluşturacaktı	oluş
oluşturacak	oluş
bir	bir
yandan	yan
annemin	anne
bitmek	bit
bilmez	bil
dolduruşları	dol
bir	bir
yandan	yan
babamın	baba
bizi	biz
hiç	hiç
arayıp	ara
sormamış	sor
oluşu	ol
...	...
malzemeler	malzeme
zaten	zaten
gol	gol
de	de
gelmemesi	gel
gereken	gerek
bir	bir
dakikada	dakika
zuhur	zuhur
etti	et
abd'ye	abd
verilen	ver
ihaleler	ihale
fıkra	fıkra
olayından	olay
acayip	acayip
sıkılırım	sık
bir	bir
süre	süre
sustuk	sus
oysa	oysa
bilindiği	bil
gibi	gibi
yıllar	yıl
hükümetin	hükümet
önemli	önemli
miktar	miktar
silah	silah
satın	satın
aldığı	al
yıllardır	yıl
ilişkimiz	ilişki
çok	çok
güzel	güzel
giderken	gider
gider	gider
çok	çok
uzun	uzun
süre	süre
her	her
günümüzü	gün
birlikte	birlikte
geçirirken	geçir
geçirir	geçir
tarkan	tarkan
birden	birden
benden	ben
uzaklaştı	uzak
sakatlığı	sakat
bulunan	bulun
baki	ba
çalışmada	çalış
yer	yer
almazken	al
almaz	al
boğaz	boğaz
enfeksiyonu	enfeksiyon
nedeniyle	neden
önceki	önce
günü	gün
hastanede	hastane
geçiren	geçir
tello	tello
dün	dün
evinde	ev
dinlendirildi	dinlen
özel	özel
sağlık	sağlık
kuruluşlarından	kuruluş
alınacak	al
15	15
tl	tl
katılım	katılım
payı	pay
özel	özel
sektörü	sektör
sıkıntıya	sıkıntı
sokacaktır	sok
ispanya	ispanya
dizilişi	diz
ve	ve
arconada	arcona
gallego	gallego
urquiaga	urquiaga
salva	salva
senor	senor
camacho	camacho
francisco	francisco
victor	victor
julio	julio
alberto	alberto
carrasco	carrasco
santillana	santillana
tertibiyle	tertip
oynadığı	oyna
198	198
finalinde	final
ev	ev
sahibi	sahip
fransa'ya	fransa
yenildi	yen
belirlenen	belirle
gün	gün
eminönü	eminönü
halkevi'ne	halkev
gittik	git
çeşitli	çeşitli
fakülte	fakülte
mensubu	mensup
kızlarla	kız
delikanlılar	delikanlı
fikirlerini	fikir
ortaya	orta
koyuyorlardı	koy
koyuyorlar	koy
muhalefet	muhalefet
partisi	parti
lideri	lider
bu	bu
savcının	savcı
yaptığını	yap
'sivil	'sivil
darbe	darbe
niteledi	nitele
ancak	ancak
izlediği	izle
hızlı	hızlı
tempo	tempo
sürekli	sürekli
gelen	gel
teklifler	teklif
piyasada	piyasa
sağlam	sağla
şekilde	şekil
tutunmak	tutun
endişesi	endişe
grafiği	grafik
tutturabilmesini	tut
çok	çok
mümkün	mümkün
kılmıyor	kıl
oysa	oysa
bütün	bütün
insan	insan
ilişkileri	ilişki
aile	aile
içi	iç
ilişkiler	ilişki
de	de
dostluk	dostluk
ilişkileri	ilişki
de	de
aynı	aynı
derecede	derece
çapraşıktır	çapraşık
insanlar	insan
nasıl	nasıl
aldıkları	al
mal	mal
ve	ve
hizmetin	hizmet
kaliteli	kaliteli
olmasını	ol
istiyor	iste
beklentilerini	beklenti
yükseltiyorsa	yüksel
yükseltiyor	yüksel
ülkeyi	ülke
yönetenlerden	yönet
de	de
daha	daha
kaliteli	kaliteli
olmasını	ol
beklemeye	bekle
başlıyor	başla
hep	hep
bekliyor	bekle
ben	ben
üniversiteden	üniversite
sonra	sonra
hep	hep
çalışmıştım	çalış
çalışmış	çalış
sizinleydim	sizinle
sizinle	sizinle
yerlerimizi	yer
alalım	al
arkadaşlar	arkadaş
köprüden	köprü
bakıyoruz	bak
parmağını	parmak
kadehe	kadeh
daldırdı	dal
daldır	dal
ve	ve
emdi	em
ardından	ardından
göç	göç
ve	ve
gece	gece
kondu	kon
yaşamı	yaşam
izmir'de	izmir
yapılan	yap
bir	bir
araştırma	araştırma
gerçekleşen	gerçekleş
hırsızlık	hırsızlık
vakalarının	vaka
faillerinin	fail
%74'ünün	%74
gece	gece
kondu	kon
bölgelerinde	bölge
yaşayan	yaşa
ailelerin	aile
çocuklardan	çocuk
oluştuğu	oluş
tespit	tespit
edilmiştir	et
hasan	hasan
fehmi	fehmi
güneş	güneş
hakkında	hak
böylesine	böyle
olumlu	olumlu
düşünürken	düşünür
düşünür	düşünür
nokta	nokta
dergisinde	dergi
bir	bir
röportajı	röportaj
yayımlandı	yayımla
metroda	metro
benimle	ben
aynı	aynı
yönde	yön
ilerleyen	ilerle
birisinin	biri
elindeki	el
elinde	el
ki	ki
uzunca	uzunca
değnekten	değnek
çıkan	çık
tak	tak
tak	tak
tak	tak
sesleri	ses
telaşımı	telaş
ve	ve
kafamdaki	kafa
kafamda	kafa
ki	ki
düşünceleri	düşünce
birden	birden
unutturdu	unut
unuttur	unut
sorumlu	sorumlu
benim	ben
olmaz	ol
tabii	tabii
dedi	de
kendinden	kendi
emin	emin
sen	sen
türkiye'de	türkiye
benden	ben
başkasıyla	başka
çalışamazsın	çalış
artık	artık
seni	sen
sadece	sadece
ben	ben
çekerim	çek
...	...
bir	bir
gün	gün
bu	bu
kâşif	kâşif
teleskobundan	teleskop
bakarken	bak
bakar	bak
çok	çok
güzel	güzel
bir	bir
görüntü	görüntü
yakalamış	yakala
“evet	“evet
yavrım”	yavrım”
diye	diye
cevapladı	cevapla
kadın	kadın
akıllıca	akıllıca
bir	bir
laf	laf
etti	et
geçici	geçici
durumlar	durum
renkli	renk
çarpıcı	çarpı
izleri	iz
pek	pek
kalmayan	kal
ama	ama
belirdiğinde	belir
varlıklarımızı	varlık
güldüren	gül
ya	ya
da	da
acılarla	acı
donatan	donat
davranışlarla	davran
devinimlerle	devinim
yüklüdür	yük
yüklü	yük
ama	ama
kalıcı	kal
durum	durum
lara	lara
şaşırtan	şaşır
örnekler	örnek
sunar	sun
ankara	ankara
mustabey	mustabey
çengel	çengel
kumla	kum
bey	bey
olmak	ol
üzere	üzere
birçok	birçok
çeşidi	çeşit
vardır	var
var	var
ve	ve
saydırıyoruz	say
...	...
saydırıyorlar	say
...	...
artık	artık
ne	ne
diyeyim	de
size	siz
dolayısıyla	dolayısı
lorda	lord
yaptığı	yap
ödemelerden	ödeme
sonra	sonra
elinde	el
kalan	kal
değerleri	değer
dilediği	dile
gibi	gibi
kullanmak	kullan
hakkına	hak
sahipti	sahip
küçük	küçük
siyah	siyah
noktalar	nokta
gibi	gibi
size	siz
karanlık	karanlık
olan	ol
bin	bin
bir	bir
türlü	türlü
ayrıntı	ayrıntı
gizlidir	gizli
çok	çok
iyi	iyi
tanıdığınızı	tanı
sandığınız	sandık
insanın	insan
hayatında	hayat
küçük	küçük
noktalan	nokta
fark	fark
etmezsiniz	et
bile	bile
öğrenciler	öğrenci
bunu	bu
yaptıktan	yap
sonra	sonra
tek	tek
numaralar	numara
geçti	geç
çift	çift
numaralar	numara
kaldı	kal
hadi	hadi
yallah	yallah
diye	diye
gönderir	gönder
kristalize	kristalize
bir	bir
yeni	yeni
şehirli	şehirli
yükselmiş	yüksel
türk	türk
karışımı	karışım
kapakçık	kapakçık
üreten	üre
ingiliz	ingiliz
bilim	bilim
insanları	insan
10	10
yıl	yıl
içerisinde	içeri
kök	kök
hücreden	hücre
kalp	kalp
geliştirmenin	geliş
önünü	ön
açan	aç
bir	bir
başarıya	başarı
imza	imza
attı	at
işte	işte
bu	bu
batı	batı
türkiye'yi	türkiye
türk	türk
dünyasını	dünya
karşısında	karşı
bir	bir
daha	daha
büyük	büyük
güç	güç
görmek	gör
istemiyor	iste
açık	açık
ve	ve
durgun	durgun
annesinin	anne
babasının	baba
kim	kim
olduğu	ol
ne	ne
iş	iş
yaptıkları	yap
nerede	nere
oturdukları	otur
otur	otur
gibi	gibi
mal	mal
mülk	mülk
ve	ve
zenginlik	zenginlik
araştırmasını	araştır
da	da
küçümsediğini	küçümse
gösteren	göster
bir	bir
hareketle	hareket
kısa	kısa
kesince	kes
gecenin	gece
geri	geri
kalanında	kalan
bebek'teki	bebek
bebek'te	bebek
ki	ki
lokantada	lokanta
boğaz'a	boğaz
bakıp	bak
kafa	kafa
çekip	çek
futbol	futbol
maçlarından	maç
markalardan	marka
söz	söz
etmek	et
dışında	dış
tek	tek
eğlence	eğlence
dönüş	dönüş
yolunda	yol
boğaz'ın	boğaz
en	en
dar	dar
yerinde	yer
aşiyan'da	aşiyan
arabayı	araba
durdurup	dur
karşı	karşı
yakadaki	yaka
yakada	yaka
ki	ki
yeni	yeni
bir	bir
ahşap	ahşap
konak	konak
yangınını	yangın
seyretmek	seyret
oldu	ol
çiçekleri	çiçek
çok	çok
sevdiğini	sev
ve	ve
kahveye	kahve
olan	ol
düşkünlüğünü	düşkünlük
unutmayın	unut
25	25
temmuz'da	temmuz
düseldorf'ta	düseldorf
koştuğu	koş
grup	grup
ikinci	iki
olan	ol
dayano'ya	dayano
da	da
dikkat	dikkat
edin	et
derim	de
ancak	ancak
babam	baba
detoks	detoks
sistemiyle	sistem
yürüyen	yürü
bu	bu
tedaviler	tedavi
sonucunda	sonuç
daha	daha
fazla	fazla
kilo	kilo
vermeye	ver
başladı	başla
adana	adana
mısır	mısır
çarşısında	çarşı
bir	bir
dükkanın	dükkân
tezgahında	tezgâh
farkında	fark
mısınız	mi
bilmem	bil
türkü	türkü
saza	saz
saz	saz
türküye	türkü
ve	ve
ikisi	iki
birden	birden
neşet	neşet
ertaş'a	ertaş
ne	ne
güzel	güzel
uyuyor	uy
yumurtanın	yumurta
da	da
sarısını	sarı
iyice	iyice
çırpın	çırp
bu	bu
herkesin	herkes
yaşadığı	yaşa
